date,market_volatility_20d,market_volatility_5d,market_turnover_rate,trend_strength,trend_direction,accel_strength,market_ret_5d,volatility_regime,trend_regime
2024-02-28,0.026755725134154352,0.02078343149312064,1.7423003355704698,0.172508445565515,0.0474496644295302,0.13106391603981798,0.009199796680950443,高波动,震荡
2024-02-29,0.026853063522771326,0.02326954459914816,1.457063422818792,0.2224417819017161,0.18073825503355703,0.23913337237061386,0.022315059834202185,高波动,趋势
2024-03-01,0.026230357428391266,0.023402191462537816,1.5121053691275168,0.2503414260618891,0.164496644295302,0.22644250258997334,0.026952737905168875,高波动,趋势
2024-03-04,0.026086726109817184,0.022808337663080547,1.4996788590604027,0.22515787577136162,0.11409395973154363,0.21158956803747575,0.038273559761199914,高波动,趋势
2024-03-05,0.025583891265335265,0.023148371017383887,1.468775167785235,0.2070863925048421,0.11466442953020133,0.18555470474302954,0.022374619887625104,高波动,震荡
2024-03-06,0.025034716121935,0.020273016517746805,1.253475167785235,0.2016591594973199,0.04104026845637584,0.19102180081978284,0.038480693025961965,高波动,震荡
2024-03-07,0.02478629628128448,0.018322785742421816,1.3071674496644294,0.2109425251114814,-0.03278523489932885,0.2139655871357146,0.004822542907033373,高波动,震荡
2024-03-08,0.024745252061462598,0.017865960643976556,1.1945889261744966,0.22400184676365922,0.02661073825503355,0.1996644295302013,0.006320410250831991,高波动,趋势
2024-03-11,0.024436371290256532,0.019720936590436163,1.3675661073825502,0.18315819107247416,0.0831208053691275,0.1731228323048511,0.01138442896660773,高波动,震荡
2024-03-12,0.024312331588490235,0.021365921039237963,1.473475167785235,0.18747669023917835,0.026375838926174493,0.21032836358722573,0.006027902788287387,高波动,震荡
2024-03-13,0.02206824415347643,0.02168792445338095,1.2539963087248323,0.20439259492815637,-0.015167785234899325,0.18880343227782528,0.0030549422123005636,高波动,震荡
2024-03-14,0.02190643401011753,0.020611761423107576,1.2592442953020133,0.21206251970631948,-0.07147651006711409,0.15397392009368943,0.008944163010332792,高波动,震荡
2024-03-15,0.021747360985865397,0.019949019519697773,1.2257674496644295,0.20541011666141162,-0.014026845637583888,0.192806630331967,0.006953742087629181,高波动,震荡
2024-03-18,0.021025366512640573,0.019984092376864465,1.4529604026845637,0.20417165893428219,0.06996644295302011,0.20202355749741002,0.010667417425263143,高波动,震荡
2024-03-19,0.02106542029348119,0.017623485319939583,1.2106513422818792,0.20313409305887115,-0.06348993288590603,0.18552092248096927,0.004734530278511747,高波动,震荡
2024-03-20,0.020755827878908967,0.0174974471803836,1.124246644295302,0.1883257510922931,-0.0036912751677852375,0.18969303184541234,0.012096546230722526,高波动,震荡
2024-03-21,0.02068669032886661,0.016491199697101375,1.2483063758389261,0.22345187153731813,-0.011845637583892626,0.20444461961172916,0.012818352097482381,高波动,趋势
2024-03-22,0.021046515659281142,0.017270936651263374,1.269173154362416,0.2229883789018512,-0.09828859060402684,0.2045628575289401,-0.004059841279019173,高波动,趋势
2024-03-25,0.021064723068529582,0.015756414110732926,1.26403322147651,0.25658258636998327,-0.12805369127516777,0.22083464708796896,-0.024964592379457178,高波动,趋势
2024-03-26,0.02067446687709465,0.016370223851763392,1.2077610738255034,0.24983041304445744,-0.0562751677852349,0.2021080131525607,-0.014251473228505503,高波动,趋势
2024-03-27,0.020666271659991613,0.01698313881895539,1.1590003355704697,0.2886588441962073,-0.1175503355704698,0.2325007882527814,-0.03130382558038445,高波动,趋势
2024-03-28,0.019971393874333235,0.019680533202147493,1.2323208053691275,0.1770985541191838,0.0003691275167785279,0.1511925138507274,-0.020666023288097888,低波动,震荡
2024-03-29,0.01996789814917504,0.01970915705940666,1.0882510067114095,0.2193993513805684,0.021577181208053683,0.21676951488671678,-0.002672051874974382,低波动,趋势
2024-04-01,0.02032368428930526,0.021375801068853693,1.2911523489932886,0.19382843115174989,0.06761744966442951,0.19437187514075938,0.020225702391367954,高波动,震荡
2024-04-02,0.020207105035333454,0.0213305513838829,1.1444614093959733,0.2392786360974731,0.007013422818791943,0.21750146389802258,0.012046990993663138,高波动,趋势
2024-04-03,0.020279401512680626,0.019083341609977253,1.0903046979865771,0.26728570785099764,-0.037248322147651,0.20645466420431507,0.023289313759458793,高波动,趋势
2024-04-08,0.020446828924629634,0.019911468991904175,1.142006711409396,0.2741351740912571,-0.08466442953020134,0.2173663348497815,0.005727249159901042,高波动,趋势
2024-04-09,0.02030053253235173,0.02008836836414584,0.936515100671141,0.18043871897662264,-0.03496644295302012,0.16521215260573846,-0.0009548533320120706,高波动,震荡
2024-04-10,0.01986337178566983,0.016658480972250807,0.9635060402684563,0.25308950047295165,-0.0695973154362416,0.2300459438764019,-0.025547572755204157,低波动,趋势
2024-04-11,0.019190197514190974,0.017660902509900007,1.0262033557046981,0.24476307373541728,-0.04983221476510067,0.19807103283635868,-0.01831264678734713,低波动,趋势
2024-04-12,0.019384304574954096,0.017979559360052678,1.0497372483221477,0.2528739696410071,-0.07016778523489932,0.21795189405882615,-0.01782199841256692,低波动,趋势
2024-04-15,0.020248387633957254,0.021470421230711936,1.315123154362416,0.21010134678618075,0.06275167785234899,0.1957738390162605,0.009464357010326163,高波动,震荡
2024-04-16,0.020598038657622605,0.022124849148865505,1.2587577181208054,0.2160751767938381,-0.0775503355704698,0.21531687761812524,-0.008597394601316815,高波动,趋势
2024-04-17,0.02085861807288474,0.02398275377450266,1.2035073825503355,0.1866469978829782,0.04067114093959732,0.17596617269492362,0.022751400045472544,高波动,震荡
2024-04-18,0.020881172456931066,0.024448068385072075,1.262071812080537,0.1746734381334174,0.0023154362416107355,0.1833025539390117,0.019911728256610677,高波动,震荡
2024-04-19,0.020991594357091473,0.02370444989625846,1.1157926174496644,0.22762893563353,-0.051342281879194616,0.2256542498085671,0.016393881724871204,高波动,趋势
2024-04-22,0.02138814863243632,0.022080730719216183,1.1081140939597316,0.19737534345299754,-0.06187919463087248,0.20981036890230165,-0.009506696289705395,高波动,震荡
2024-04-23,0.02158749332134972,0.021668411906499832,1.0184,0.22827845592540874,-0.11228187919463088,0.21780550425656497,-0.0010843107817865376,高波动,趋势
2024-04-24,0.02177982871580658,0.019918472690550432,1.0869040268456376,0.19338453222827795,-0.006308724832214772,0.1720924733120129,-0.014141985269595298,高波动,震荡
2024-04-25,0.02171062281733742,0.019839829777707655,0.915661744966443,0.19319760371154449,-0.004832214765100669,0.18798702761136882,-0.013648353797186197,高波动,震荡
2024-04-26,0.022596965692557962,0.023133647593415477,1.5231775167785235,0.19896513670555374,0.09030201342281878,0.22036169541912526,0.013342830876732043,高波动,震荡
2024-04-29,0.02310848010354335,0.02375663251330503,1.7135916107382552,0.2254864645736678,0.0860738255033557,0.22621728750957162,0.032752543302335124,高波动,趋势
2024-04-30,0.023187110769990603,0.023977348906539037,1.3376325503355706,0.1734764199810819,0.0297986577181208,0.17083126886176295,0.03565186765267968,高波动,震荡
2024-05-06,0.023120214030747505,0.02392474021715036,1.4458869127516778,0.1886399261294536,0.06520134228187918,0.20120152245394346,0.04212130560223184,高波动,震荡
2024-05-07,0.023067013581560956,0.023992782709592944,1.2062191275167786,0.2087286608711319,0.03614093959731544,0.18877528039277508,0.04158452233988118,高波动,震荡
2024-05-08,0.02304990831504233,0.021509234036464094,0.9510530201342281,0.1842011621098148,-0.04073825503355704,0.172480969325706,0.01293838753027323,高波动,震荡
2024-05-09,0.022839989423486817,0.01930125826124389,1.0902161073825505,0.19355772262510693,0.09191275167785234,0.19137088419440562,0.012606112956282592,高波动,震荡
2024-05-10,0.022756171819263624,0.01807230295865397,1.062693288590604,0.21418764920499073,0.10053691275167784,0.19684361064816894,0.01889166017585671,高波动,趋势
2024-05-13,0.022584740823818266,0.016677763657173286,1.1338496644295302,0.2333358857709112,0.08006711409395972,0.21354893923697124,0.006085729348837292,高波动,趋势
2024-05-14,0.022458085566796786,0.01641075021020004,1.0062271812080537,0.20562767442907973,0.049731543624161066,0.18364600693662442,0.006669890214787126,高波动,震荡
2024-05-15,0.02243538382705151,0.01734018015924271,0.9321661073825503,0.20213008423044002,-0.06798657718120804,0.17960339624341243,0.005084089791203037,高波动,震荡
2024-05-16,0.021740648841227263,0.016039316060035187,1.0782812080536914,0.2316868609522093,-0.061543624161073826,0.1974179091031935,-0.006292056662691235,高波动,趋势
2024-05-17,0.02132054476880045,0.01726220447588827,1.0784879194630874,0.20032656186658254,0.05691275167785234,0.1884149362641322,0.001298318402466983,高波动,震荡
2024-05-20,0.020957611629820166,0.016875615096036155,1.1971476510067114,0.2074947074456105,0.049395973154362414,0.19650015765055623,0.005898359719778231,高波动,震荡
2024-05-21,0.0208778606809701,0.016983810386539726,0.8931956375838926,0.21220080176568618,-0.019127516778523486,0.19653957028962654,0.0011765788880368385,高波动,震荡
2024-05-22,0.020727650743109876,0.016027213456135066,1.0004808724832215,0.2224408810413945,0.024496644295302013,0.21148259087428492,0.012962374229171987,高波动,趋势
2024-05-23,0.020625580390464332,0.01716697424393067,0.9754493288590604,0.2238556821764785,-0.1155704697986577,0.18607832980496372,-0.0015234718988422105,高波动,趋势
2024-05-24,0.020398425362044045,0.016581401885919663,0.8894184563758388,0.23554457006441148,-0.16265100671140936,0.2093261564794378,-0.019735441448291695,高波动,趋势
2024-05-27,0.020156795439328894,0.017168622669861522,0.9322879194630872,0.1733388135669564,-0.00043624161073826007,0.20137606414125483,-0.013421517352130962,低波动,震荡
2024-05-28,0.020228067627180265,0.017137761878521934,0.8514573825503355,0.21913269672537272,-0.10030201342281878,0.21331809377955943,-0.017532590808502755,高波动,趋势
2024-05-29,0.018806196628015217,0.015885675606727958,0.8079902684563759,0.20154993018332504,-0.051073825503355694,0.18723255709202283,-0.017311482948197277,低波动,震荡
2024-05-30,0.018000446620672638,0.015875069702930598,0.8730255033557047,0.21952479618035217,-0.08275167785234898,0.19017724426827615,-0.0065656392187934485,低波动,趋势
2024-05-31,0.017598956865891184,0.014975821726080639,0.8460295302013423,0.23577473987658212,-0.12419463087248321,0.19028985180847707,0.0010452483239783818,低波动,趋势
2024-06-03,0.017303632726334894,0.014743757698890348,1.0669721476510066,0.25640218909058143,-0.11144295302013422,0.22096977613621005,-0.008747269399073923,低波动,趋势
2024-06-04,0.017342026962628324,0.015193475624621823,0.9260919463087247,0.1823402099004549,0.00224832214765101,0.18978874825458308,0.007999479346674384,低波动,震荡
2024-06-05,0.0172082461304136,0.015160512872334667,0.8344429530201343,0.23805076347912252,-0.08278523489932885,0.21303657492905723,0.0006881549714841436,低波动,趋势
2024-06-06,0.016983245847945333,0.01563813275640374,1.0293325503355706,0.2352175577676681,-0.06942953020134228,0.2055256519976577,0.001325502582492371,低波动,趋势
2024-06-07,0.0169339946460327,0.01604494707077402,0.9210312080536913,0.23592743570109448,-0.04714765100671141,0.20003603441286422,0.0010816125824805965,低波动,趋势
2024-06-11,0.017096864716887938,0.016712679676036894,0.9273392617449665,0.22546371785054722,-0.09630872483221477,0.20112269717580286,-0.0051070460625456515,低波动,趋势
2024-06-12,0.017171787391746622,0.01609357674156428,0.9218325503355704,0.21320908968064498,-0.03828859060402685,0.19311067069050938,-0.0098497716601609,低波动,震荡
2024-06-13,0.0169009938702211,0.016446874050758693,1.0221926174496645,0.2651862528714923,-0.07140939597315435,0.2245281744065582,-0.006641313158811021,低波动,趋势
2024-06-14,0.017284164813089652,0.01798960681497003,1.4343711409395974,0.20945317778478442,-0.013087248322147646,0.19874667807756402,-0.0018962327528715785,低波动,震荡
2024-06-17,0.01720746436849025,0.017850286096064268,1.1252412751677854,0.22792171523805232,-0.03375838926174496,0.21771541822440424,0.0015928590871213731,低波动,趋势
2024-06-18,0.017032920359797553,0.016969069406332877,1.0265855704697988,0.21231318409080666,0.03493288590604027,0.19572879600018017,0.01012043357726056,低波动,震荡
2024-06-19,0.01707801850438115,0.017163992356737226,0.8800580536912751,0.21049412188640146,-0.07926174496644295,0.18952975091212104,0.0004915363092304772,低波动,震荡
2024-06-20,0.016987904513517872,0.017663559282936586,0.9036104026845637,0.25348745552002155,-0.11010067114093958,0.20295256970406736,-0.005090468543687942,低波动,趋势
2024-06-21,0.01672151699076382,0.015151222053531107,0.8091848993288591,0.22110467996937075,-0.06533557046979865,0.19698437007342007,-0.007931808106697283,低波动,趋势
2024-06-24,0.016813912998786828,0.014558756139910338,0.8942426174496645,0.2267564524120535,-0.13395973154362414,0.20765956488446463,-0.020057967434732676,低波动,趋势
2024-06-25,0.01679974912867565,0.014236794651852847,0.9185630872483223,0.252828476194766,-0.14097315436241611,0.22935903788117648,-0.03310552705177222,低波动,趋势
2024-06-26,0.017245682952836624,0.01743580261675685,0.8915912751677854,0.18254808341966575,-0.02422818791946308,0.15209900454934458,-0.016535320623648844,低波动,震荡
2024-06-27,0.017420231097951502,0.017020054279595784,0.8527963087248321,0.24336291158055937,-0.10483221476510066,0.22306427638394663,-0.018765828337304204,低波动,趋势
2024-06-28,0.01772045373448764,0.019112732755976088,0.9825587248322148,0.2558051439124363,-0.05489932885906039,0.21864443043106163,-0.013249566107383277,低波动,趋势
2024-07-01,0.01812639674776444,0.019425579028615518,0.8836983221476511,0.2664289896851493,-0.0014093959731543715,0.21616706454664203,0.00597449728167979,低波动,趋势
2024-07-02,0.01805583468974841,0.01924095708989655,0.8396305369127517,0.29993829106796993,-0.08986577181208052,0.20982162965632173,0.006713263839854354,低波动,趋势
2024-07-03,0.01792527504853339,0.017548477800587856,0.7708372483221476,0.2588514030899508,-0.10644295302013422,0.1960272059817125,-0.008265891821564807,低波动,趋势
2024-07-04,0.017938994280936812,0.01743021992996418,0.7775721476510067,0.2588561326066393,-0.13828859060402685,0.21263118778433399,-0.005946707538542249,低波动,趋势
2024-07-05,0.018152212331144568,0.01748596686192987,0.8279288590604027,0.20629386063690822,-0.09825503355704697,0.1676669969821179,-0.010395074845680748,低波动,震荡
2024-07-08,0.018395622215263443,0.016873686941714042,0.8311976510067114,0.263370568893293,-0.1155704697986577,0.22737714517364077,-0.027447633934694442,低波动,趋势
2024-07-09,0.0186203718371302,0.019339604434283942,1.0421275167785233,0.21377775775865948,0.0225503355704698,0.20741182829602267,-0.004575952440256351,低波动,震荡
2024-07-10,0.018910107801386706,0.02037483416768208,0.9655026845637584,0.21771001306247462,-0.041744966442953016,0.19259830638259534,-0.0033020993548393395,低波动,趋势
2024-07-11,0.019546990225056567,0.02225241986063006,1.1205637583892618,0.17951871537318134,0.06708053691275168,0.2008186568172604,0.019625108825177488,低波动,震荡
2024-07-12,0.0193027252721734,0.022327457934512403,0.927138255033557,0.1967341561190937,-0.00251677852348993,0.20550876086662756,0.015327813987889315,低波动,震荡
2024-07-15,0.019106008120945237,0.020598855988648725,0.7910312080536913,0.21857393811089587,-0.03617449664429529,0.17596054231791355,0.02566102755211841,低波动,趋势
2024-07-16,0.01940818846017133,0.019485011641382242,0.9353046979865771,0.20552903022386373,0.03993288590604027,0.20558195576775817,0.018819835985276076,低波动,震荡
2024-07-17,0.01985523981200588,0.019503682634320597,0.9867640939597315,0.21919643259312638,0.0423489932885906,0.21877392910229262,0.019014949331346676,低波动,趋势
2024-07-18,0.01977463140444034,0.017548285840963594,0.9994385906040268,0.21800166659159495,0.1018456375838926,0.1834264222332327,0.010004412402234495,低波动,趋势
2024-07-19,0.02003083663908738,0.016954299551072624,0.9883546979865772,0.2616208729336516,0.1275503355704698,0.21699472996711852,0.017872110762705534,低波动,趋势
2024-07-22,0.01987192350115706,0.016497868834181785,0.9730892617449663,0.24891198594657896,0.07882550335570469,0.208841944056574,0.014334132201185455,低波动,趋势
2024-07-23,0.020562390808812163,0.02006064464789777,0.9042140939597316,0.20393675960542312,-0.07899328859060402,0.21297464078194672,-0.01911865081812869,高波动,震荡
2024-07-24,0.020301046795218596,0.01892912336153269,0.8285493288590604,0.24815999279311737,-0.08503355704697986,0.2237568127561821,-0.023303911267238655,高波动,趋势
2024-07-25,0.02043163182920155,0.019169248447143166,0.8514291946308725,0.24711071573352544,-0.08775167785234898,0.20317778478446913,-0.03315392757684504,高波动,趋势
2024-07-26,0.02042637356553706,0.020441373946924923,0.821478187919463,0.20542295392099452,0.010838926174496642,0.18323498941489116,-0.030998897504845635,高波动,震荡
2024-07-29,0.020307398520100238,0.020970684936334038,0.759061744966443,0.18419800909868922,-0.02825503355704698,0.21854308364488081,-0.03182103945913431,高波动,震荡
2024-07-30,0.020166043379140124,0.017973515509427055,0.72146677852349,0.23895342552137294,-0.07580536912751677,0.20616188459979276,-0.012517978630638752,低波动,趋势
2024-07-31,0.021557721013436473,0.0228226148604467,1.262109731543624,0.17376086662762932,0.04533557046979865,0.2216228998693752,0.020925336750212915,高波动,震荡
2024-08-01,0.021504778593877106,0.022559208593950934,1.0084842281879194,0.1957533444439439,-0.0446979865771812,0.18573487680735098,0.019565495566306303,高波动,震荡
2024-08-02,0.02155431602658234,0.02311491967062431,0.912956711409396,0.23255258772127377,-0.14275167785234896,0.1917706409621188,0.00012790088649262125,高波动,趋势
2024-08-05,0.02159469828771477,0.023973324353885047,1.0766748322147652,0.2652261159407234,-0.21070469798657715,0.22116120895455157,-0.01303736963834803,高波动,趋势
2024-08-06,0.021194885639031404,0.024617721378343168,0.8500191275167785,0.1937689743705238,-0.07493288590604026,0.19284041259402726,-0.0029168158159606802,高波动,震荡
2024-08-07,0.020897012622727824,0.017680628569428612,0.6995124161073826,0.19412819242376467,-0.06919463087248322,0.19938291067969907,-0.02923208898576674,高波动,震荡
2024-08-08,0.02034151393497049,0.01680800425649951,0.7667848993288591,0.19586933021035086,-0.05392617449664428,0.19892685014188546,-0.024825364742058834,高波动,震荡
2024-08-09,0.020191041874076346,0.01662706060490161,0.6963765100671141,0.2261053556146119,-0.12647651006711408,0.17105085356515465,-0.0181141506649809,低波动,趋势
2024-08-12,0.02002371684396032,0.013702175489427672,0.5744006711409396,0.26128440160353134,-0.1399664429530201,0.2073780460339624,-0.0019981562448465927,低波动,趋势
2024-08-13,0.019588688168168677,0.012494270122013658,0.6090986577181209,0.21608328453673253,-0.03620805369127516,0.18953538128913108,-0.003394765359185934,低波动,趋势
2024-08-14,0.019349335532652345,0.013006030919727754,0.6136651006711409,0.26843498040628794,-0.17567114093959732,0.2161952164316922,-0.011911598457725676,低波动,趋势
2024-08-15,0.01935730757139659,0.013362001238081607,0.7134661073825503,0.1803472816539795,-0.033221476510067106,0.19229989640106296,-0.0024669009904381444,低波动,震荡
2024-08-16,0.01919673812449593,0.013347042126846136,0.656560067114094,0.22953853430025672,-0.03882550335570469,0.22102607990631049,0.001512393315178654,低波动,趋势
2024-08-19,0.019294256816891696,0.013694719079737499,0.6730869127516779,0.24028264492590412,0.0162751677852349,0.2212400342326922,0.007220426790901235,低波动,趋势
2024-08-20,0.0184724513614471,0.014332626367647983,0.6559147651006711,0.2607087518580244,-0.11848993288590602,0.2125917751452637,-0.00747727050038283,低波动,趋势
2024-08-21,0.01836147890512184,0.01401070887042514,0.6329187919463087,0.2809132471510292,-0.12654362416107384,0.20872933651637307,-0.0011815780829065228,低波动,趋势
2024-08-22,0.018212617167728182,0.013434327696075084,0.7229107382550336,0.3372913382280077,-0.14929530201342284,0.22941534165127692,-0.016052828196395814,低波动,趋势
2024-08-23,0.017881336166520795,0.014200157429664595,0.6330510067114095,0.25012229178865814,-0.052986577181208055,0.19430431061663886,-0.013424575449825737,低波动,趋势
2024-08-26,0.01775397228228497,0.014396251765362569,0.6675959731543625,0.23660240529705867,-0.023691275167785235,0.19343160218008193,-0.01811986495105385,低波动,趋势
2024-08-27,0.017751638406426695,0.01473073767575144,0.6269711409395973,0.278438358632494,-0.11308724832214764,0.22122314310166205,-0.01630956969209089,低波动,趋势
2024-08-28,0.015875363561984303,0.015114436436868375,0.6252865771812081,0.23341335975856933,-0.07885906040268456,0.18474956083059318,-0.016085502576806215,低波动,趋势
2024-08-29,0.016515524230153733,0.016750465343999456,0.8105812080536913,0.20372280527904144,-0.07208053691275167,0.21136435295707398,-0.009051334946824143,低波动,震荡
2024-08-30,0.01753061187558371,0.02025527109820757,1.221079865771812,0.20303725057429842,0.005771812080536912,0.21814332687716767,0.003690297730023218,低波动,震荡
2024-09-02,0.017812922187841713,0.023820005595870747,0.9377251677852348,0.21106774469618483,-0.12533557046979865,0.18986757353272368,-0.014678259112243767,低波动,震荡
2024-09-03,0.017818032354269202,0.02333970779885418,0.7406053691275167,0.19995788477996482,-0.021510067114093957,0.21805887122201698,-0.0010871705510639722,低波动,震荡
2024-09-04,0.017939053245879744,0.023544491323508616,0.7086352348993289,0.22875163280933286,-0.07077181208053691,0.2013310211251745,-0.0048189219130411465,低波动,趋势
2024-09-05,0.017952893638060068,0.02233946658518942,0.657561744966443,0.2342876447006891,0.008523489932885906,0.20555943425971798,-0.0027994209116262944,低波动,趋势
2024-09-06,0.017995403973320043,0.018472080094845793,0.6441426174496644,0.21631728300526998,-0.1032214765100671,0.20321719742353944,-0.027672983133982917,低波动,趋势
2024-09-09,0.018131152741868606,0.014874729349764502,0.682643288590604,0.2644815548849151,-0.17285234899328858,0.21242286383496234,-0.018671451257704558,低波动,趋势
2024-09-10,0.018221191959636514,0.014199822570840666,0.7010818791946309,0.24206184406107828,-0.0937248322147651,0.1945633079591009,-0.022079069810714058,低波动,趋势
2024-09-11,0.01845047367020444,0.01561308544900289,0.6878587248322148,0.2709657222647628,-0.08758389261744967,0.2299896401063015,-0.017597305721921346,低波动,趋势
2024-09-12,0.018395578100446126,0.015383874263248736,0.6980674496644296,0.21202017927120395,-0.10651006711409396,0.18866267285257415,-0.023991078743613017,低波动,震荡
2024-09-13,0.01841608743138528,0.015138445040452888,0.698326845637584,0.2518154587631187,-0.16003355704697986,0.19576257826224042,-0.01782596430066104,低波动,趋势
2024-09-18,0.018477123252192296,0.015947865437560375,0.6201956375838926,0.22435183099860365,-0.06506711409395974,0.21010877888383403,-0.004134743222504047,低波动,趋势
2024-09-19,0.018880820460246733,0.017881761232015302,0.8626389261744966,0.1878690149092383,-0.013221476510067115,0.1894621863880005,0.003432702455776523,低波动,震荡
2024-09-20,0.018925484163874174,0.0159514020162296,0.7707463087248322,0.21377798297373987,-0.004999999999999997,0.20237827124904278,0.0065019339411359735,低波动,震荡
2024-09-23,0.018787986187424173,0.01591693968958546,0.6808614093959732,0.2359010855366875,-0.024093959731543626,0.2172255754245304,0.012252812496570432,低波动,趋势
2024-09-24,0.021424803156396374,0.023150312537142257,1.4272610738255034,0.21765798837890182,0.14573825503355703,0.19949551821989997,0.0578338555152292,高波动,趋势
2024-09-25,0.02170559301060264,0.022532765972431378,1.6073751677852348,0.2682201252195847,0.21540268456375838,0.20488378901851265,0.06626040376931162,高波动,趋势
