profile_name,date,stock_id,target_weight,executed_weight,pred_return,target_return,selection_score,selection_score_final,rerank_signal_score,risk_penalty,secondary_candidate_size,secondary_screen_mode,secondary_signal_score,secondary_screen_weight,volatility_20d,volatility_5d,turnover_rate,turnover_ratio_10d,amplitude_ratio_5d,turnover_spike_5d,crowding_reversal_risk_5d
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-28,600803,0.20578318084800704,0.20508964844788616,0.5590403,-0.0110142267094996,0.9433333333333334,0.9433333333333334,0.0,0.5666666666666668,0,alpha_blend,0.9702666666666667,0.08,0.0103594350237514,0.0087001950453138,0.3791,-0.1866901227151806,-0.2653061224489795,0.7929303492976514,0.1004378442443692
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-28,300347,0.20435360618174347,0.13605555744587167,0.55515665,-0.0415686274509803,0.902,0.902,0.0,0.6466666666666668,0,alpha_blend,0.8919333333333334,0.08,0.0195245099241311,0.0098297474405359,1.2893,-0.3384439347526028,-0.4264448336252188,0.8464305878331125,0.2200719528366092
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-28,600941,0.1954973402343055,0.19779823792581067,0.5310973,-0.0046860356138706,0.8738333333333334,0.8738333333333334,0.0,0.26166666666666666,0,alpha_blend,0.8483666666666667,0.08,0.0058670976811083,0.0042577800199718,0.8819,-0.256464517869639,-0.326568265682657,0.8071276907299685,0.6268691731336088
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-28,000651,0.1952860871860214,0.13001853967718688,0.5305234,0.0128649183572488,0.8438333333333333,0.8438333333333333,0.0,0.22833333333333336,0,alpha_blend,0.8389,0.08,0.0067531827199083,0.0036819990353505,0.3706,-0.3848554260863792,-0.2959183673469389,0.643268763450942,0.3773843412245526
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-28,688012,0.1990797855499227,0.132544326989318,0.54082954,0.0186757215619694,0.8413333333333334,0.8413333333333334,0.0,0.92,0,alpha_blend,0.8344666666666667,0.08,0.028777639245925,0.0126898117843831,1.8046,0.0219151707344698,0.0398344542162441,1.0886824324317756,0.6188537282752379
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-01,300347,0.2024509286580775,0.2023452426413031,0.5516409,-0.0181782256471053,0.9484615384615385,0.9484615384615385,0.0,0.5153846153846154,0,alpha_blend,0.9166153846153846,0.08,0.0191711189774091,0.0041742182667302,1.8503,-0.0092579206356856,0.0412757973733584,1.2065075639011436,0.9254795825534384
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-01,600803,0.20074385364493783,0.20075077114135448,0.54698944,-0.026660641662901,0.8982692307692308,0.8982692307692308,0.0,0.6326923076923078,0,alpha_blend,0.9376538461538462,0.08,0.0116183777032164,0.0113449260343075,0.5644,0.1352025423387908,0.2398373983739838,1.2905291077850405,0.1440041626369892
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-01,688012,0.20006085628874135,0.19995338564857756,0.5451284,0.0421374045801527,0.8442307692307693,0.8442307692307693,0.0,0.7884615384615384,0,alpha_blend,0.8100769230769231,0.08,0.029153589819269,0.0132361958218027,2.0721,0.1461681002295545,-0.2040481400437633,1.1844090815549853,1.133084688020936
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-01,601012,0.19838551189472686,0.19806972821651095,0.5405634,-0.0353887399463806,0.8228846153846153,0.8228846153846153,0.0,0.6173076923076922,0,alpha_blend,0.8022692307692307,0.08,0.0289528648161917,0.0107411352841284,1.6816,-0.2709647491340106,-0.1972672929120409,0.915804378607496,0.7082220527897968
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-01,000651,0.1983588495135165,0.19825006760598496,0.54049075,0.0007343941248469,0.8078846153846154,0.8078846153846154,0.0,0.38269230769230766,0,alpha_blend,0.8140384615384616,0.08,0.0070197786530141,0.0055568070452145,0.7413,0.2149471441448824,0.2620423892100196,1.2447526614480224,0.7016823448637954
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-02,601012,0.20499051124433476,0.2049031855857784,0.5557462,-0.0131147540983606,0.9309999999999999,0.9309999999999999,0.0,0.6900000000000002,0,alpha_blend,0.8964,0.08,0.0290705790580029,0.0124766863238092,1.6663,-0.2575545594695991,-0.0568475452196383,0.922728480928032,0.8519859640568829
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-02,688012,0.20261131405751065,0.20257777661705448,0.549296,0.0455540618398312,0.87825,0.87825,0.0,0.7174999999999999,0,alpha_blend,0.84665,0.08,0.0259647311905357,0.0132359603576725,1.2755,-0.2432153409832563,-0.1122787610619465,0.7561027659544761,0.6855331744653916
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-02,002074,0.20009322770310614,0.19756847395608174,0.54246926,0.0074993535040083,0.8492500000000001,0.8492500000000001,0.0,0.5075000000000001,0,alpha_blend,0.8400500000000001,0.08,0.0225641889762198,0.0116630552587691,1.5126,-0.3878591663294212,-0.3692178301093356,0.6976422404247391,0.3162644823258817
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-02,600803,0.1968652330528805,0.19691426033361706,0.5337179,-0.0105698529411763,0.8059999999999999,0.8059999999999999,0.0,0.44,0,alpha_blend,0.8193999999999999,0.08,0.0120167995574084,0.0151310763739442,0.2997,-0.3953028529922118,-0.114103472714387,0.718567181354372,0.0886232857003725
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-02,600515,0.1954397139421678,0.19297367770617377,0.5298532,-0.0020161290322579,0.7292500000000001,0.7292500000000001,0.0,0.7075,0,alpha_blend,0.7480500000000001,0.08,0.0235063420658626,0.0139001402897547,1.3464,-0.2458283620964895,-0.0236991241628027,0.9595621249476466,0.1791182633235606
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-03,002459,0.2057009771031195,0.20419398206295578,0.5697061,0.0,0.9077272727272727,0.9077272727272727,0.0,0.9227272727272728,0,alpha_blend,0.8731818181818182,0.08,0.0286647407132039,0.0160063038383395,1.4837,-0.0436133457095709,0.2816326530612245,1.1766431924873295,1.4175428763043276
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-03,688012,0.20016382750183806,0.20018151244138024,0.5543705,0.0627197897747035,0.8856818181818182,0.8856818181818182,0.0,0.6886363636363637,0,alpha_blend,0.860409090909091,0.08,0.0259061414287168,0.0123175605056943,1.5217,-0.0999639204831105,-0.0308839190628326,0.8942759755518955,0.813791137752225
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-03,002074,0.19976590851196585,0.1997498097893276,0.55326843,0.0311345646437993,0.8520454545454546,0.8520454545454546,0.0,0.5704545454545454,0,alpha_blend,0.8376818181818182,0.08,0.0215725594036701,0.0141553182624139,1.4134,-0.3929215703118288,0.161400512382579,0.702715602533285,0.5304872695469035
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-03,601012,0.1993156134219631,0.19935654878190165,0.5520213,0.0235030777839954,0.7963636363636364,0.7963636363636364,0.0,0.6727272727272727,0,alpha_blend,0.7623636363636364,0.08,0.0282039485725376,0.0130969570133174,1.4787,-0.3068290487708837,-0.1004566210045662,0.8635652214534294,0.7944800037371551
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-03,002493,0.19505367346111346,0.19362468210379843,0.5402175,-0.0286885245901638,0.7668181818181818,0.7668181818181818,0.0,0.5136363636363637,0,alpha_blend,0.7935454545454546,0.08,0.0229741327327317,0.0068053780270758,0.2797,-0.2665338018566108,-0.0996015936254981,0.8372747410619732,0.1562912849982349
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-04,002493,0.20651360064867644,0.202101160560872,0.5630261,-0.016649323621228,0.946590909090909,0.946590909090909,0.0,0.5340909090909092,0,alpha_blend,0.9169545454545454,0.08,0.0206799417480099,0.0104805010055879,0.2016,-0.4475501479776389,-0.0506329113924051,0.7042056727654598,0.4107866424465181
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-04,000630,0.19857113297880757,0.13059155622955174,0.54137224,-0.0124777183600713,0.8670454545454546,0.8670454545454546,0.0,0.8750000000000001,0,alpha_blend,0.9063181818181818,0.08,0.0249676693685677,0.0251144794738019,3.3803,0.4310692271218588,-0.1300421432871763,1.191706739243442,0.0198617789873907
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-04,600104,0.19853482054770677,0.13056767513053802,0.54127324,-0.0065019505851754,0.8356818181818182,0.8356818181818182,0.0,0.7340909090909091,0,alpha_blend,0.8412272727272727,0.08,0.0132318388181505,0.0161813895857887,0.5621,0.0111167074399194,0.1857379767827527,0.7345407976572912,0.1596783685344
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-04,601111,0.19822556334408703,0.13036429018283663,0.5404301,-0.0131894484412469,0.8,0.8,0.0,0.6363636363636364,0,alpha_blend,0.8041818181818182,0.08,0.0215915509120631,0.026291682354233,0.2571,-0.5466408040909891,-0.3985215053763441,0.5170957361212447,0.0706697506032368
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-04,002074,0.19815488248072208,0.19870089579976985,0.5402374,0.0221990075737791,0.7538636363636364,0.7538636363636364,0.0,0.6431818181818182,0,alpha_blend,0.7540454545454546,0.08,0.0213345233863057,0.0140811087443916,1.2188,-0.4354140127388535,-0.0500463392029657,0.7118410447495521,0.4626966790872089
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-05,601877,0.20243379896455288,0.12076224261126876,0.5450324,-0.0148043708142404,0.9121875,0.9121875,0.0,0.8781249999999999,0,alpha_blend,0.9245625000000001,0.08,0.0208758379993463,0.0145401898289791,1.1263,0.0808917380831277,0.6387959866220738,1.444937650739667,1.065581110328082
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-05,601111,0.20067997222193973,0.17231123529386475,0.5403104,-0.0217129071170083,0.90234375,0.90234375,0.0,0.6640624999999999,0,alpha_blend,0.89159375,0.08,0.0217391084904286,0.0272495299828957,0.3865,-0.3018677070915067,-0.3603482920294709,0.8069904372138327,0.1533281830706281
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-05,601298,0.2000640380753186,0.11934855754039522,0.53865206,-0.0034722222222221,0.8785937500000001,0.8785937500000001,0.0,0.5890624999999999,0,alpha_blend,0.87621875,0.08,0.0121716011392925,0.0107584669881997,0.3267,-0.2742741630939423,0.2468030690537084,0.8185918316190967,0.221134941725747
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-05,000651,0.19771292598759782,0.1179485286401724,0.53232193,-0.0039138943248532,0.84796875,0.84796875,0.0,0.2703125,0,alpha_blend,0.8420937500000001,0.08,0.0069550322221727,0.0058063564985524,0.4975,-0.1502408362655007,-0.0201465201465201,0.8364156018815797,0.2955335126648248
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-05,002493,0.19910926475059101,0.20031633979696362,0.53608143,-0.0498981670061101,0.841875,0.841875,0.0,0.64375,0,alpha_blend,0.8608750000000001,0.08,0.0178231577574376,0.0136780022943469,0.2405,-0.2918347516268661,0.1226180613090308,0.8620071684556917,0.4064360228402106
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-08,600522,0.2013287359314537,0.09726329591284524,0.5425168,0.0416171224732461,0.9354838709677419,0.9354838709677419,0.0,0.6451612903225807,0,alpha_blend,0.9576774193548386,0.08,0.0203015371162002,0.0101916340598134,2.17,0.0715308571259274,-0.1903073286052011,1.2772068604246698,0.5066253879684522
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-08,601298,0.20049314178663197,0.15855006383681206,0.54026514,0.0128205128205128,0.9253225806451613,0.9253225806451613,0.0,0.4241935483870968,0,alpha_blend,0.9229354838709677,0.08,0.0119669742265228,0.0115466825251861,0.2832,-0.3280501115171071,-0.018181818181818,0.7806814422737329,0.2029771749911705
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-08,600104,0.1994905817066166,0.12360380349157123,0.53756356,0.0256410256410255,0.8825806451612903,0.8825806451612903,0.0,0.5290322580645161,0,alpha_blend,0.8541935483870967,0.08,0.0133605188432363,0.00835022626651,0.6665,0.1466074869254059,-0.0814393939393942,1.1201304157824608,0.7504873785742486
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-08,600741,0.19937837549181137,0.09632106338106089,0.5372612,0.0081012658227848,0.8606451612903225,0.8606451612903225,0.0,0.42580645161290326,0,alpha_blend,0.8538064516129031,0.08,0.0095160320846378,0.0099905756892326,0.2858,-0.0829750368991849,0.2483994878361071,0.9114682995250944,0.3337771237697527
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-08,601456,0.19930916508348628,0.0962876273571668,0.5370747,0.0170132325141777,0.802741935483871,0.802741935483871,0.0,0.682258064516129,0,alpha_blend,0.8157741935483871,0.08,0.0138898262861654,0.0114403301569084,1.8571,0.5021556430934488,-0.0526905829596414,1.475903614456658,0.4132530120478642
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-09,600741,0.20081158833080287,0.16083477034766813,0.53835946,0.018935516888434,0.9584722222222222,0.9584722222222222,0.0,0.4152777777777778,0,alpha_blend,0.9519166666666666,0.08,0.0095570104111752,0.0108024192309413,0.2105,-0.2924369747899159,0.0487804878048776,0.7032137368854708,0.3343409701874985
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-09,000538,0.2002880251900553,0.12366023591370215,0.53695583,0.0039561229994605,0.9444444444444444,0.9444444444444444,0.0,0.2777777777777778,0,alpha_blend,0.9438888888888889,0.08,0.0044337045151825,0.0057117494260717,0.3003,-0.1965432363013698,0.4848484848484848,0.9906967537576186,0.5246689979748681
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-09,601298,0.2002661558178261,0.18430608080724664,0.5368972,0.0198366394399066,0.9068055555555555,0.9068055555555555,0.0,0.3763888888888889,0,alpha_blend,0.9123055555555555,0.08,0.0118845950051331,0.0118800485374602,0.1643,-0.5682791602070578,-0.4780927835051546,0.5115511551139188,0.1875687568751035
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-09,600522,0.20012257068826964,0.1607698494003617,0.53651226,0.0478755236385396,0.8586111111111111,0.8586111111111111,0.0,0.5805555555555556,0,alpha_blend,0.8666111111111111,0.08,0.0202567016060468,0.0106417138637469,1.3441,-0.3260967661067936,-0.1829689298043731,0.8458246806363062,0.3665240282757327
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-09,601816,0.198511659973046,0.12256348666173952,0.53219354,-0.0096899224806201,0.83625,0.83625,0.0,0.24861111111111112,0,alpha_blend,0.8580277777777778,0.08,0.0059105727462496,0.0080261100344542,0.1637,-0.251999086132054,-0.1468842729970327,0.6250954635687144,0.2021141998872176
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-10,000538,0.20077566160562704,0.16677128411980022,0.53919566,0.0043126684636117,0.98,0.98,0.0,0.2,0,alpha_blend,0.9707368421052631,0.08,0.0045038114877063,0.0050783619665092,0.274,-0.2572512876118189,0.0031847133757962,0.9692253271985526,0.4699508154967504
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-10,600795,0.19993689516543284,0.11177386428610661,0.5369431,0.0034364261168385,0.9146052631578948,0.9146052631578948,0.0,0.5907894736842105,0,alpha_blend,0.9351315789473685,0.08,0.0116784367890736,0.0072363340008157,0.7344,0.0332020258863252,0.3163596966413871,1.177073983842196,0.5887920458720932
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-10,002594,0.19985233188695495,0.11172658954772301,0.536716,-0.025572282944937,0.898157894736842,0.898157894736842,0.0,0.4921052631578947,0,alpha_blend,0.9084736842105262,0.08,0.0114518428195112,0.005015400062482,0.5689,-0.1116905828896211,0.3935681470137826,1.0048396213066892,0.4901093711886378
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-10,600741,0.19971928715159545,0.1825729928026922,0.5363587,-0.0095959595959594,0.8884210526315789,0.8884210526315789,0.0,0.3263157894736842,0,alpha_blend,0.8797894736842105,0.08,0.0098610192660467,0.0085226258652464,0.2243,-0.2349931787175989,-0.0860927152317883,0.8776803881637282,0.5500130432492697
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-10,600023,0.19971582419038963,0.11165027550504832,0.5363494,-0.0038910505836575,0.8657894736842106,0.8657894736842106,0.0,0.2894736842105263,0,alpha_blend,0.8582105263157895,0.08,0.0078636248389354,0.0050728829974713,0.2517,-0.1394871794871797,-0.0316205533596833,0.9323603496779804,0.5159060601551492
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-11,600795,0.20182858545481852,0.16318945672990437,0.5413027,0.0171526586620925,0.954078947368421,0.954078947368421,0.0,0.4592105263157894,0,alpha_blend,0.9732368421052632,0.08,0.0115148256309096,0.0066717419106134,0.7421,0.0945266294007463,-0.0841320553780615,1.1203538754172524,0.242743339673738
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-11,600104,0.2000042513172969,0.1231368742888113,0.53640985,0.0110103626943004,0.915921052631579,0.915921052631579,0.0,0.5776315789473685,0,alpha_blend,0.9366052631578947,0.08,0.0128622793937678,0.0111014705313538,0.6321,-0.018188596014352,0.1272321428571428,1.2100386691657223,0.4137449928683837
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-11,601066,0.19962937700371575,0.113975842183812,0.53540444,0.0344958301743746,0.9122368421052631,0.9122368421052631,0.0,0.3513157894736842,0,alpha_blend,0.9467631578947369,0.08,0.008188160303385,0.0027863547142278,0.5136,0.5439651285134524,-0.1136363636363638,1.203994561392462,0.1525059777763785
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-11,000538,0.19899063913771806,0.18516651320834296,0.53369135,0.0053715308863026,0.8705263157894737,0.8705263157894737,0.0,0.24210526315789474,0,alpha_blend,0.8821052631578947,0.08,0.0045378203915801,0.0051063567121734,0.3021,-0.1941851160309416,0.1891117478510027,1.0397879809973165,0.4739625729999704
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-11,600406,0.19954714708645097,0.11392889406318152,0.5351839,0.0088028169014084,0.8655263157894737,0.8655263157894737,0.0,0.5552631578947369,0,alpha_blend,0.8877894736842106,0.08,0.0103586286042128,0.0090194648212817,0.489,0.1423365337444808,0.4285714285714286,1.131996851703477,0.3935036674969229
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-12,601995,0.20047077458104298,0.0958261227434547,0.5408566,0.0226425910002866,0.9531944444444445,0.9531944444444445,0.0,0.1902777777777778,0,alpha_blend,0.9390277777777778,0.08,0.002124063134823,0.0,0.5192,0.0,0.0,0.999999999998074,0.0
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-12,601059,0.20023704003763385,0.09571439635793583,0.540226,0.0061832490163013,0.9243055555555555,0.9243055555555555,0.0,0.2013888888888889,0,alpha_blend,0.9101388888888888,0.08,0.0028055787376214,0.0,2.6044,0.0,0.0,0.999999999999616,0.0
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-12,600482,0.20066555336721723,0.09591922806472042,0.5413821,-0.0248054474708171,0.9168055555555555,0.9168055555555555,0.0,0.8319444444444445,0,alpha_blend,0.93325,0.08,0.0167174781608384,0.0160681044361541,1.0074,0.045704142748892,0.1321483771251932,0.8799790356386443,0.0730595680541821
