date,market_volatility_20d,market_return_1d,direction_consistency,market_return_20d,trend_strength,trend_direction,volatility_threshold,trend_strength_threshold,direction_consistency_threshold,volatility_regime,trend_regime,primary_regime,is_low_volatility,is_high_volatility,is_trend,is_range,is_high_volatility_range,is_low_volatility_trend
2024-01-16,0.0,0.0046904292067177925,0.37583892617449666,-0.02853688290317108,0.02853688290317108,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-01-17,0.0,-0.020913424468918793,0.9228187919463087,-0.04945030737208987,0.04945030737208987,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,trend,low_volatility_trend,1,0,1,0,0,1
2024-01-18,0.0,0.01064410813894887,0.3422818791946309,-0.038806199233141,0.038806199233141,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,trend,low_volatility_trend,1,0,1,0,0,1
2024-01-19,0.0,-0.005327759096599272,0.3053691275167785,-0.04413395832974027,0.04413395832974027,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,trend,low_volatility_trend,1,0,1,0,0,1
2024-01-22,0.0,-0.025293703895771062,0.8489932885906041,-0.06942766222551133,0.06942766222551133,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,trend,low_volatility_trend,1,0,1,0,0,1
2024-01-23,0.0,0.011397787324490354,0.45302013422818793,-0.058029874901020975,0.058029874901020975,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,trend,low_volatility_trend,1,0,1,0,0,1
2024-01-24,0.0,0.016596920939080814,0.5838926174496645,-0.04143295396194016,0.04143295396194016,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,trend,low_volatility_trend,1,0,1,0,0,1
2024-01-25,0.0,0.02346409400654927,0.8187919463087249,-0.017968859955390895,0.017968859955390895,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-01-26,0.0,-0.004988814069915578,0.0436241610738255,-0.022957674025306473,0.022957674025306473,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-01-29,0.0,-0.012124222890698295,0.2516778523489933,-0.035081896916004766,0.035081896916004766,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-01-30,0.02080874642387779,-0.018039353773702412,0.802013422818792,-0.05312125068970718,0.05312125068970718,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,trend,high_volatility_trend,0,1,1,0,0,0
2024-01-31,0.02113326868578638,-0.013789709063037295,0.42953020134228187,-0.06445971222988131,0.06445971222988131,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,trend,high_volatility_trend,0,1,1,0,0,0
2024-02-01,0.021469908034455306,0.002586007757411287,0.02348993288590604,-0.05264126283345677,0.05264126283345677,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-02-02,0.021744108703669322,-0.014927872096014093,0.40939597315436244,-0.06015464829373457,0.06015464829373457,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,trend,high_volatility_trend,0,1,1,0,0,0
2024-02-05,0.02198042068406544,-0.0042866647992704544,0.02348993288590604,-0.05029865976287545,0.05029865976287545,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-02-06,0.02513027995619264,0.046178549223005884,0.825503355704698,-0.006117853701061382,0.006117853701061382,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-02-07,0.025628663026709447,0.012878586769280775,0.45302013422818793,0.011872538162032844,0.011872538162032844,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-02-08,0.02581741612135547,0.010069713233224354,0.33221476510067116,0.015245490267188709,0.015245490267188709,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-02-19,0.026676404566701246,0.018080435265462314,0.412751677852349,0.03703600706534533,0.03703600706534533,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,trend,high_volatility_trend,0,1,1,0,0,0
2024-02-20,0.026745144886404164,0.002539161654486057,0.13087248322147652,0.03943426936473053,0.03943426936473053,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-02-21,0.02706939934746629,0.007501813394674187,0.3389261744966443,0.04224565355268692,0.04224565355268692,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,trend,high_volatility_trend,0,1,1,0,0,0
2024-02-22,0.026686837516922093,0.012154820440744276,0.6677852348993288,0.07531389846234998,0.07531389846234998,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,trend,high_volatility_trend,0,1,1,0,0,0
2024-02-23,0.026586417154008318,0.003292723468554325,0.08389261744966443,0.06796251379195545,0.06796251379195545,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-02-26,0.026952715840557404,-0.006772652547050072,0.40939597315436244,0.06651762034150464,0.06651762034150464,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,trend,high_volatility_trend,0,1,1,0,0,0
2024-02-27,0.026361205429172294,0.018189646517706673,0.6409395973154363,0.11000097075498237,0.11000097075498237,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,trend,high_volatility_trend,0,1,1,0,0,0
2024-02-28,0.02675572513415435,-0.017162200585025197,0.697986577181208,0.08144098284546683,0.08144098284546683,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,trend,high_volatility_trend,0,1,1,0,0,0
2024-02-29,0.026853063522771326,0.025078722716714023,0.8758389261744967,0.08992278462310004,0.08992278462310004,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,trend,high_volatility_trend,0,1,1,0,0,0
2024-03-01,0.02623035742839127,0.007549938751498908,0.22483221476510068,0.07400862936804968,0.07400862936804968,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-03-04,0.026086726109817184,0.004320421885181364,0.0436241610738255,0.08331786532314661,0.08331786532314661,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-03-05,0.025583891265335265,0.003226681817590072,0.1342281879194631,0.09866877003143498,0.09866877003143498,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-03-06,0.025034716121935002,-0.002039142072071353,0.29194630872483224,0.11466898173306604,0.11466898173306604,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-03-07,0.02478629628128448,-0.008111956285876678,0.3053691275167785,0.12034673451022666,0.12034673451022666,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,trend,high_volatility_trend,0,1,1,0,0,0
2024-03-08,0.024745252061462598,0.008896638468233289,0.22483221476510068,0.12665736522104867,0.12665736522104867,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-03-11,0.02443637129025653,0.009817808540833802,0.26174496644295303,0.15140304585789655,0.15140304585789655,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-03-12,0.024312331588490235,-0.0020017433199689895,0.04697986577181208,0.15368796733719803,0.15368796733719803,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-03-13,0.022068244153476427,-0.004928593980822524,0.42953020134228187,0.10258082413336962,0.10258082413336962,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,trend,high_volatility_trend,0,1,1,0,0,0
2024-03-14,0.02190643401011753,-0.0026077053921743083,0.23825503355704697,0.08709453197191454,0.08709453197191454,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-03-15,0.021747360985865397,0.0067833809477878424,0.2785234899328859,0.08380819968647803,0.08380819968647803,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-03-18,0.021025366512640573,0.013676759703761456,0.5369127516778524,0.07940452412477716,0.07940452412477716,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,trend,high_volatility_trend,0,1,1,0,0,0
2024-03-19,0.02106542029348119,-0.008069485978144667,0.5939597315436241,0.06879587649214644,0.06879587649214644,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,trend,high_volatility_trend,0,1,1,0,0,0
2024-03-20,0.020755827878908964,0.0025265027291830363,0.1912751677852349,0.06382056582665528,0.06382056582665528,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-03-21,0.02068669032886661,-0.002002330357118978,0.1342281879194631,0.04966341502879204,0.04966341502879204,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-03-22,0.021046515659281142,-0.010132324036789066,0.5134228187919463,0.03623836752344864,0.03623836752344864,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,trend,high_volatility_trend,0,1,1,0,0,0
2024-03-25,0.021064723068529582,-0.007602199677747397,0.28523489932885904,0.03540882039275132,0.03540882039275132,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-03-26,0.02067446687709465,0.0028555552323023996,0.20469798657718122,0.020074729107347047,0.020074729107347047,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-03-27,0.020666271659991613,-0.015028806720351525,0.5234899328859061,0.022208122972020718,0.022208122972020718,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-03-28,0.019971393874333235,0.009363102810192488,0.3926174496644295,0.006492503065499183,0.006492503065499183,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-03-29,0.01996789814917504,0.007699953561285563,0.29194630872483224,0.006642517875285837,0.006642517875285837,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-04-01,0.020323684289305255,0.015650627977116853,0.6040268456375839,0.017972723967221327,0.017972723967221327,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-04-02,0.020207105035333454,-0.00525002782545314,0.27181208053691275,0.009496014324178115,0.009496014324178115,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-04-03,0.020279401512680626,-0.004255935360578388,0.21476510067114093,0.00727922103567108,0.00727922103567108,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-04-08,0.02044682892462963,-0.008114832995914364,0.34563758389261745,0.007276344325633394,0.007276344325633394,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-04-09,0.02030053253235173,0.0013411977916395834,0.04697986577181208,-0.00027909635096031154,0.00027909635096031154,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-04-10,0.01986337178566983,-0.009825420370162425,0.3859060402684564,-0.019922325261956537,0.019922325261956537,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-04-11,0.01919019751419097,0.0024101646165986096,0.020134228187919462,-0.01551041732538894,0.01551041732538894,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-04-12,0.019384304574954096,-0.0038115400186057636,0.3422818791946309,-0.014393363363172179,0.014393363363172179,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-04-15,0.020248387633957254,0.019853876414090334,0.7315436241610739,0.008068218443092464,0.008068218443092464,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-04-16,0.020598038657622605,-0.01706938947832066,0.5973154362416108,-0.01578455198301604,0.01578455198301604,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-04-17,0.02085861807288474,0.021681577525894873,0.8624161073825504,-0.007779734160882623,0.007779734160882623,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-04-18,0.02088117245693107,-0.00014680570307515378,0.10067114093959731,0.00014294611418689027,0.00014294611418689027,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-04-19,0.020991594357091473,-0.007510244948448508,0.32550335570469796,-0.009893801563444654,0.009893801563444654,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-04-22,0.02138814863243632,-0.005921167003533331,0.25838926174496646,-0.013812638209859007,0.013812638209859007,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-04-23,0.02158749332134972,-0.008660747303194617,0.4228187919463087,-0.012341061476264558,0.012341061476264558,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-04-24,0.02177982871580658,0.008325551627330171,0.27181208053691275,0.00358668982881301,0.00358668982881301,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-04-25,0.021710622817337415,0.0003942944713235634,0.006711409395973154,0.0011254290678341739,0.0011254290678341739,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-04-26,0.022596965692557962,0.019403070035806113,0.49328859060402686,0.03555730582399182,0.03555730582399182,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,trend,high_volatility_trend,0,1,1,0,0,0
2024-04-29,0.02310848010354335,0.012725509068755346,0.38926174496644295,0.038919712082554674,0.038919712082554674,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,trend,high_volatility_trend,0,1,1,0,0,0
2024-04-30,0.023187110769990606,-0.0053392587340340275,0.24496644295302014,0.025880499787235077,0.025880499787235077,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-05-06,0.023120214030747505,0.014549002531526776,0.5234899328859061,0.024778874341645003,0.024778874341645003,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-05-07,0.023067013581560956,-0.0001819748531523933,0.053691275167785234,0.02984692731394575,0.02984692731394575,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-05-08,0.023049908315042326,-0.008480018960000254,0.5302013422818792,0.02562284371452388,0.02562284371452388,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-05-09,0.022839989423486813,0.012279159356487171,0.5906040268456376,0.046016836066925415,0.046016836066925415,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,trend,high_volatility_trend,0,1,1,0,0,0
2024-05-10,0.022756171819263624,0.0007323061361926373,0.06375838926174497,0.04540794441147847,0.04540794441147847,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-05-13,0.022584740823818266,0.0017519605638206387,0.003355704697986577,0.05698532534546154,0.05698532534546154,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-05-14,0.022458085566796786,0.00044695985365446843,0.11409395973154363,0.055022120582517396,0.055022120582517396,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-05-15,0.022435383827051507,-0.009914834405750514,0.5805369127516778,0.04891882619537265,0.04891882619537265,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,trend,high_volatility_trend,0,1,1,0,0,0
2024-05-16,0.021740648841227266,0.0007587781921510482,0.053691275167785234,0.029823727973433356,0.029823727973433356,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-05-17,0.02132054476880045,0.008489780235946556,0.49328859060402686,0.05538289768770058,0.05538289768770058,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,trend,high_volatility_trend,0,1,1,0,0,0
2024-05-20,0.020957611629820166,0.006171284706699224,0.2483221476510067,0.03987260486850493,0.03987260486850493,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-05-21,0.020877860680970098,-0.004286926683420545,0.28859060402684567,0.035732483888159534,0.035732483888159534,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-05-22,0.020727650743109876,0.001824518873608982,0.06040268456375839,0.04506724771021702,0.04506724771021702,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-05-23,0.020625580390464332,-0.013394334108623946,0.6845637583892618,0.03759408060512641,0.03759408060512641,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,trend,high_volatility_trend,0,1,1,0,0,0
2024-05-24,0.020398425362044045,-0.009887358825676564,0.5033557046979866,0.03636746908264446,0.03636746908264446,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,trend,high_volatility_trend,0,1,1,0,0,0
2024-05-27,0.020156795439328898,0.01253411556920451,0.6543624161073825,0.0405760330245188,0.0405760330245188,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,trend,low_volatility_trend,1,0,1,0,0,1
2024-05-28,0.020228067627180265,-0.008437253241417161,0.5771812080536913,0.03174448531177807,0.03174448531177807,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,high_volatility,range,high_volatility_range,0,1,0,1,1,0
2024-05-29,0.018806196628015217,0.0018830125841995866,0.026845637583892617,0.01422442786017155,0.01422442786017155,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-05-30,0.01800044662067264,-0.0024734418364210807,0.2684563758389262,-0.0009745230450048767,0.0009745230450048767,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-05-31,0.017598956865891184,-0.0022506411901022853,0.2550335570469799,0.002114094498926866,0.002114094498926866,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-06-03,0.017303632726334894,0.002645113063001009,0.020134228187919462,-0.009789794969598902,0.009789794969598902,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-06-04,0.017342026962628324,0.008302151864423573,0.5234899328859061,-0.0013056682520229332,0.0013056682520229332,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-06-05,0.0172082461304136,-0.00557385979705514,0.35570469798657717,0.0016004909109221801,0.0016004909109221801,up,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-06-06,0.016983245847945333,-0.001765538301544895,0.16778523489932887,-0.012444206747109885,0.012444206747109885,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-06-07,0.0169339946460327,-0.00249383427001403,0.0738255033557047,-0.01567034715331655,0.01567034715331655,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-06-11,0.017096864716887938,-0.0033031704398149295,0.16778523489932887,-0.020725478156952123,0.020725478156952123,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-06-12,0.017171787391746622,0.003416768660897501,0.1040268456375839,-0.017755669349709086,0.017755669349709086,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-06-13,0.016900993870221096,-0.002331414033530778,0.23825503355704697,-0.010172248977489352,0.010172248977489352,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-06-14,0.017284164813089652,0.003088529124767464,0.1610738255033557,-0.007842498044872935,0.007842498044872935,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-06-17,0.017207464368490254,0.0003790614749213569,0.20134228187919462,-0.015953216805898136,0.015953216805898136,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-06-18,0.017032920359797553,0.005340533237789197,0.37919463087248323,-0.016783968274808162,0.016783968274808162,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-06-19,0.01707801850438115,-0.006157406913173947,0.39932885906040266,-0.018654448504561567,0.018654448504561567,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-06-20,0.016987904513517876,-0.0077888078417572846,0.412751677852349,-0.02826777521992783,0.02826777521992783,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-06-21,0.01672151699076382,0.0002330016720903204,0.026845637583892617,-0.014640439439213565,0.014640439439213565,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-06-24,0.01681391299878683,-0.011883508275774632,0.540268456375839,-0.016636588889311632,0.016636588889311632,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-06-25,0.01679974912867565,-0.008220632679786328,0.29194630872483224,-0.03739133713830247,0.03739133713830247,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-06-26,0.017245682952836624,0.011393647016044797,0.44966442953020136,-0.01756043688084051,0.01756043688084051,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-06-27,0.017420231097951502,-0.010268173459251639,0.5134228187919463,-0.02971162292429174,0.02971162292429174,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-06-28,0.01772045373448764,0.005845936220669602,0.2214765100671141,-0.021392244867201055,0.021392244867201055,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-07-01,0.01812639674776444,0.007434372151739005,0.3087248322147651,-0.011707231525359765,0.011707231525359765,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-07-02,0.018055834689748407,-0.007550064577731825,0.3389261744966443,-0.021902409166092596,0.021902409166092596,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-07-03,0.01792527504853339,-0.0038781377152250166,0.2516778523489933,-0.034082698745741186,0.034082698745741186,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-07-04,0.017938994280936812,-0.007923920020188312,0.44966442953020136,-0.03643275896887436,0.03643275896887436,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,trend,low_volatility_trend,1,0,1,0,0,1
2024-07-05,0.018152212331144564,0.0017634875394382736,0.010067114093959731,-0.03290373312789119,0.03290373312789119,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-07-08,0.018395622215263443,-0.01005932245019339,0.37919463087248323,-0.040469221308070555,0.040469221308070555,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,trend,low_volatility_trend,1,0,1,0,0,1
2024-07-09,0.0186203718371302,0.015686877910359286,0.5939597315436241,-0.02147917295789634,0.02147917295789634,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
2024-07-10,0.018910107801386706,-0.002675569641052684,0.1476510067114094,-0.02757151125984652,0.02757151125984652,down,0.0201990734547049,0.032607459176110146,0.2969798657718121,low_volatility,range,low_volatility_range,1,0,0,1,0,0
