profile_name,date,stock_id,target_weight,executed_weight,pred_return,target_return,selection_score,selection_score_final,rerank_signal_score,risk_penalty,volatility_20d,volatility_5d,turnover_rate,turnover_ratio_10d,amplitude_ratio_5d
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-04,002493,0.20651360064867644,0.202101160560872,0.5630261,-0.016649323621228,0.946590909090909,0.9306818181818182,-0.3181818181818182,0.5340909090909092,0.0206799417480099,0.0104805010055879,0.2016,-0.4475501479776389,-0.0506329113924051
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-04,000630,0.19857113297880757,0.13059155622955174,0.54137224,-0.0124777183600713,0.8670454545454546,0.8920454545454546,0.5,0.8750000000000001,0.0249676693685677,0.0251144794738019,3.3803,0.4310692271218588,-0.1300421432871763
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-04,600104,0.19853482054770677,0.13056767513053802,0.54127324,-0.0065019505851754,0.8356818181818182,0.8231818181818182,-0.25,0.7340909090909091,0.0132318388181505,0.0161813895857887,0.5621,0.0111167074399194,0.1857379767827527
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-04,601111,0.19822556334408703,0.13036429018283663,0.5404301,-0.0131894484412469,0.8,0.7795454545454545,-0.40909090909090906,0.6363636363636364,0.0215915509120631,0.026291682354233,0.2571,-0.5466408040909891,-0.3985215053763441
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-04,002074,0.19815488248072208,0.19870089579976985,0.5402374,0.0221990075737791,0.7538636363636364,0.7720454545454546,0.36363636363636365,0.6431818181818182,0.0213345233863057,0.0140811087443916,1.2188,-0.4354140127388535,-0.0500463392029657
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-05,601877,0.20243379896455288,0.12076224261126876,0.5450324,-0.0148043708142404,0.9121875,0.9215625000000001,0.1875,0.8781249999999999,0.0208758379993463,0.0145401898289791,1.1263,0.0808917380831277,0.6387959866220738
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-05,601111,0.20067997222193973,0.17231123529386475,0.5403104,-0.0217129071170083,0.90234375,0.88046875,-0.4375,0.6640624999999999,0.0217391084904286,0.0272495299828957,0.3865,-0.3018677070915067,-0.3603482920294709
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-05,601298,0.2000640380753186,0.11934855754039522,0.53865206,-0.0034722222222221,0.8785937500000001,0.8739062500000001,-0.09375,0.5890624999999999,0.0121716011392925,0.0107584669881997,0.3267,-0.2742741630939423,0.2468030690537084
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-05,002493,0.19910926475059101,0.20031633979696362,0.53608143,-0.0498981670061101,0.841875,0.854375,0.25,0.64375,0.0178231577574376,0.0136780022943469,0.2405,-0.2918347516268661,0.1226180613090308
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-05,000651,0.19771292598759782,0.1179485286401724,0.53232193,-0.0039138943248532,0.84796875,0.83859375,-0.1875,0.2703125,0.0069550322221727,0.0058063564985524,0.4975,-0.1502408362655007,-0.0201465201465201
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-08,600522,0.2013287359314537,0.09726329591284524,0.5425168,0.0416171224732461,0.9354838709677419,0.9588709677419355,0.467741935483871,0.6451612903225807,0.0203015371162002,0.0101916340598134,2.17,0.0715308571259274,-0.1903073286052011
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-08,601298,0.20049314178663197,0.15855006383681206,0.54026514,0.0128205128205128,0.9253225806451613,0.9180645161290323,-0.14516129032258063,0.4241935483870968,0.0119669742265228,0.0115466825251861,0.2832,-0.3280501115171071,-0.018181818181818
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-08,600104,0.1994905817066166,0.12360380349157123,0.53756356,0.0256410256410255,0.8825806451612903,0.8704838709677419,-0.24193548387096775,0.5290322580645161,0.0133605188432363,0.00835022626651,0.6665,0.1466074869254059,-0.0814393939393942
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-08,600741,0.19937837549181137,0.09632106338106089,0.5372612,0.0081012658227848,0.8606451612903225,0.8614516129032258,0.016129032258064502,0.42580645161290326,0.0095160320846378,0.0099905756892326,0.2858,-0.0829750368991849,0.2483994878361071
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-08,601456,0.19930916508348628,0.0962876273571668,0.5370747,0.0170132325141777,0.802741935483871,0.8067741935483871,0.08064516129032262,0.682258064516129,0.0138898262861654,0.0114403301569084,1.8571,0.5021556430934488,-0.0526905829596414
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-09,600741,0.20081158833080287,0.16083477034766813,0.53835946,0.018935516888434,0.9584722222222222,0.9556944444444444,-0.05555555555555558,0.4152777777777778,0.0095570104111752,0.0108024192309413,0.2105,-0.2924369747899159,0.0487804878048776
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-09,000538,0.2002880251900553,0.12366023591370215,0.53695583,0.0039561229994605,0.9444444444444444,0.9513888888888888,0.13888888888888884,0.2777777777777778,0.0044337045151825,0.0057117494260717,0.3003,-0.1965432363013698,0.4848484848484848
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-09,601298,0.2002661558178261,0.18430608080724664,0.5368972,0.0198366394399066,0.9068055555555555,0.8943055555555556,-0.25,0.3763888888888889,0.0118845950051331,0.0118800485374602,0.1643,-0.5682791602070578,-0.4780927835051546
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-09,600522,0.20012257068826964,0.1607698494003617,0.53651226,0.0478755236385396,0.8586111111111111,0.8780555555555556,0.38888888888888884,0.5805555555555556,0.0202567016060468,0.0106417138637469,1.3441,-0.3260967661067936,-0.1829689298043731
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-09,601816,0.198511659973046,0.12256348666173952,0.53219354,-0.0096899224806201,0.83625,0.8570833333333334,0.41666666666666663,0.24861111111111112,0.0059105727462496,0.0080261100344542,0.1637,-0.251999086132054,-0.1468842729970327
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-10,000538,0.20077566160562704,0.16677128411980022,0.53919566,0.0043126684636117,0.98,0.9760526315789474,-0.07894736842105265,0.2,0.0045038114877063,0.0050783619665092,0.274,-0.2572512876118189,0.0031847133757962
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-10,600795,0.19993689516543284,0.11177386428610661,0.5369431,0.0034364261168385,0.9146052631578948,0.9382894736842106,0.4736842105263158,0.5907894736842105,0.0116784367890736,0.0072363340008157,0.7344,0.0332020258863252,0.3163596966413871
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-10,002594,0.19985233188695495,0.11172658954772301,0.536716,-0.025572282944937,0.898157894736842,0.9205263157894736,0.4473684210526315,0.4921052631578947,0.0114518428195112,0.005015400062482,0.5689,-0.1116905828896211,0.3935681470137826
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-10,600741,0.19971928715159545,0.1825729928026922,0.5363587,-0.0095959595959594,0.8884210526315789,0.8857894736842105,-0.05263157894736842,0.3263157894736842,0.0098610192660467,0.0085226258652464,0.2243,-0.2349931787175989,-0.0860927152317883
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-10,600023,0.19971582419038963,0.11165027550504832,0.5363494,-0.0038910505836575,0.8657894736842106,0.8644736842105264,-0.026315789473684237,0.2894736842105263,0.0078636248389354,0.0050728829974713,0.2517,-0.1394871794871797,-0.0316205533596833
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-11,600795,0.20182858545481852,0.16318945672990437,0.5413027,0.0171526586620925,0.954078947368421,0.9685526315789473,0.2894736842105263,0.4592105263157894,0.0115148256309096,0.0066717419106134,0.7421,0.0945266294007463,-0.0841320553780615
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-11,601066,0.19962937700371575,0.113975842183812,0.53540444,0.0344958301743746,0.9122368421052631,0.9372368421052631,0.5,0.3513157894736842,0.008188160303385,0.0027863547142278,0.5136,0.5439651285134524,-0.1136363636363638
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-11,600104,0.2000042513172969,0.1231368742888113,0.53640985,0.0110103626943004,0.915921052631579,0.934342105263158,0.368421052631579,0.5776315789473685,0.0128622793937678,0.0111014705313538,0.6321,-0.018188596014352,0.1272321428571428
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-11,000538,0.19899063913771806,0.18516651320834296,0.53369135,0.0053715308863026,0.8705263157894737,0.8876315789473684,0.3421052631578947,0.24210526315789474,0.0045378203915801,0.0051063567121734,0.3021,-0.1941851160309416,0.1891117478510027
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-11,600406,0.19954714708645097,0.11392889406318152,0.5351839,0.0088028169014084,0.8655263157894737,0.8852631578947369,0.39473684210526316,0.5552631578947369,0.0103586286042128,0.0090194648212817,0.489,0.1423365337444808,0.4285714285714286
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-12,601995,0.20047077458104298,0.0958261227434547,0.5408566,0.0226425910002866,0.9528472222222222,0.9340972222222221,-0.375,0.19375,0.002124063134823,1.0157195133282304e-09,0.5192,0.0,0.0
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-12,601059,0.20023704003763385,0.09571439635793583,0.540226,0.0061832490163013,0.9246527777777778,0.9059027777777777,-0.375,0.19791666666666669,0.0028055787376214,0.0,2.6044,0.0,0.0
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-12,600482,0.20066555336721723,0.09591922806472042,0.5413821,-0.0248054474708171,0.9168055555555555,0.9029166666666667,-0.2777777777777778,0.8319444444444445,0.0167174781608384,0.016068104436154,1.0074,0.045704142748892,0.1321483771251932
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-12,600795,0.2001009209863786,0.18083333779872135,0.53985876,0.0152542372881356,0.8731944444444444,0.8884722222222221,0.3055555555555556,0.43472222222222223,0.0109289288766536,0.0069855164424056,0.7589,0.1297525828445529,-0.0444893832153687
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-12,600030,0.19852571102772734,0.0948963717650721,0.53560895,0.011323425336164,0.8255555555555555,0.8186111111111111,-0.1388888888888889,0.6333333333333334,0.0131039195346736,0.0153856429870816,0.8767,-0.0893320868390982,-0.0184757505773675
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-15,601066,0.20178100915645217,0.1596731758281712,0.54745954,0.0195562241444151,0.9726388888888888,0.9976388888888889,0.5,0.27361111111111114,0.0066876694492728,0.0030320233027292,0.3546,-0.0359677024712502,-0.0466926070038915
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-15,600795,0.2015563835736734,0.1954236573629416,0.5468501,0.0034129692832763,0.9269444444444445,0.9241666666666667,-0.05555555555555558,0.4527777777777778,0.0110743974017029,0.0074573398674463,0.598,-0.062019637983499,-0.2842105263157893
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-15,601995,0.19952088008940233,0.16883371357937044,0.5413275,0.0246488965319576,0.9202083333333333,0.9125694444444444,-0.1527777777777778,0.2423611111111111,0.0009775188010191,1.0157195133282304e-09,0.5192,0.0,0.0
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-15,601059,0.19943549922130918,0.16874053608490264,0.54109585,0.0067453625632378,0.8920138888888889,0.884375,-0.1527777777777778,0.2465277777777778,0.0016592445185882,0.0,2.6044,0.0,0.0
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-15,600372,0.19770622795916296,0.139197542537274,0.5364041,0.0338849487785657,0.8101388888888889,0.8309722222222222,0.41666666666666663,0.7875,0.0152406327158126,0.0102167133524518,1.4739,0.498094221680134,0.2758310871518419
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-16,600795,0.20034465440861365,0.19991140708312133,0.53911525,0.0017123287671232,0.9503125,0.9425,-0.15625,0.496875,0.0109146451590016,0.0093010151378544,0.5994,-0.0692546583850931,-0.2237442922374426
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-16,601186,0.19999085598011485,0.1823835494379359,0.5381632,0.0064683053040103,0.93671875,0.9304687500000001,-0.125,0.3203125,0.0061900882060992,0.0070925450440833,0.1931,-0.2019342040006613,-0.0816326530612246
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-16,601995,0.19988645747949182,0.19715255658114486,0.53788227,0.0318142734307824,0.865078125,0.875234375,0.203125,0.25546875,0.0008936611956892,1.0157195133282304e-09,0.5192,0.0,0.0
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-16,601059,0.19988645747949182,0.19714435318254503,0.53788227,0.0050590219224282,0.864609375,0.874765625,0.203125,0.26015625,0.0012640293824197,0.0,2.6044,0.0,0.0
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-16,600482,0.19989157465228782,0.18479213661147764,0.53789604,0.0434560327198364,0.846875,0.828125,-0.375,0.90625,0.0181996272980299,0.0181398039823467,1.0731,0.0766961651917401,0.4001692047377327
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-17,603195,0.20279032982234677,0.09921050626158259,0.55294895,-0.0176678445229682,0.9581578947368421,0.9528947368421052,-0.10526315789473684,0.41842105263157897,0.0094696307576004,0.0074054962507113,0.1305,-0.2942130881557598,-0.024745269286754
