stock_id,weight,case_slice_return,case_slice_contribution,label
600023,0.2,0.03839122486288858,0.007678244972577717,result_hybrid_aggressive3_case_fill_equal
601668,0.2,0.021912350597609535,0.004382470119521907,result_hybrid_aggressive3_case_fill_equal
000792,0.2,0.08031016338964275,0.01606203267792855,result_hybrid_aggressive4_case_fill_equal
600233,0.2,0.03926701570680621,0.007853403141361242,result_hybrid_aggressive4_case_fill_equal
601669,0.2,0.16415410385259624,0.03283082077051925,result_hybrid_aggressive4_case_fill_equal
600930,0.2,0.05766062602965406,0.011532125205930811,result_hybrid_aggressive4_case_fill_equal
600023,0.2,0.03839122486288858,0.007678244972577717,result_hybrid_aggressive4_case_fill_equal
000792,0.2,0.08031016338964275,0.01606203267792855,result_hybrid_rankblend_cur0p25_case0p20_aggr0p55
600233,0.2,0.03926701570680621,0.007853403141361242,result_hybrid_rankblend_cur0p25_case0p20_aggr0p55
601668,0.2,0.021912350597609535,0.004382470119521907,result_hybrid_rankblend_cur0p25_case0p20_aggr0p55
601018,0.2,0.014184397163120477,0.0028368794326240955,result_hybrid_rankblend_cur0p25_case0p20_aggr0p55
601669,0.2,0.16415410385259624,0.03283082077051925,result_hybrid_rankblend_cur0p25_case0p20_aggr0p55
000792,0.2,0.08031016338964275,0.01606203267792855,result_hybrid_rankblend_cur0p25_case0p20_aggr0p55_predcap20
600233,0.19999999999999998,0.03926701570680621,0.007853403141361242,result_hybrid_rankblend_cur0p25_case0p20_aggr0p55_predcap20
601668,0.2,0.021912350597609535,0.004382470119521907,result_hybrid_rankblend_cur0p25_case0p20_aggr0p55_predcap20
601018,0.2,0.014184397163120477,0.0028368794326240955,result_hybrid_rankblend_cur0p25_case0p20_aggr0p55_predcap20
601669,0.19999999999999996,0.16415410385259624,0.03283082077051924,result_hybrid_rankblend_cur0p25_case0p20_aggr0p55_predcap20
601668,0.2,0.021912350597609535,0.004382470119521907,result_hybrid_rankblend_cur0p25_case0p35_aggr0p40
601018,0.2,0.014184397163120477,0.0028368794326240955,result_hybrid_rankblend_cur0p25_case0p35_aggr0p40
000792,0.2,0.08031016338964275,0.01606203267792855,result_hybrid_rankblend_cur0p25_case0p35_aggr0p40
600023,0.2,0.03839122486288858,0.007678244972577717,result_hybrid_rankblend_cur0p25_case0p35_aggr0p40
601818,0.2,0.027863777089783204,0.005572755417956641,result_hybrid_rankblend_cur0p25_case0p35_aggr0p40
601668,0.2,0.021912350597609535,0.004382470119521907,result_hybrid_rankblend_cur0p25_case0p35_aggr0p40_predcap20
601018,0.2,0.014184397163120477,0.0028368794326240955,result_hybrid_rankblend_cur0p25_case0p35_aggr0p40_predcap20
000792,0.19999999999999996,0.08031016338964275,0.016062032677928547,result_hybrid_rankblend_cur0p25_case0p35_aggr0p40_predcap20
600023,0.2,0.03839122486288858,0.007678244972577717,result_hybrid_rankblend_cur0p25_case0p35_aggr0p40_predcap20
601818,0.2,0.027863777089783204,0.005572755417956641,result_hybrid_rankblend_cur0p25_case0p35_aggr0p40_predcap20
601668,0.2,0.021912350597609535,0.004382470119521907,result_hybrid_rankblend_cur0p25_case0p50_aggr0p25
600023,0.2,0.03839122486288858,0.007678244972577717,result_hybrid_rankblend_cur0p25_case0p50_aggr0p25
601018,0.2,0.014184397163120477,0.0028368794326240955,result_hybrid_rankblend_cur0p25_case0p50_aggr0p25
601818,0.2,0.027863777089783204,0.005572755417956641,result_hybrid_rankblend_cur0p25_case0p50_aggr0p25
000792,0.2,0.08031016338964275,0.01606203267792855,result_hybrid_rankblend_cur0p25_case0p50_aggr0p25
601668,0.2,0.021912350597609535,0.004382470119521907,result_hybrid_rankblend_cur0p25_case0p50_aggr0p25_predcap20
600023,0.2,0.03839122486288858,0.007678244972577717,result_hybrid_rankblend_cur0p25_case0p50_aggr0p25_predcap20
601018,0.2,0.014184397163120477,0.0028368794326240955,result_hybrid_rankblend_cur0p25_case0p50_aggr0p25_predcap20
601818,0.2,0.027863777089783204,0.005572755417956641,result_hybrid_rankblend_cur0p25_case0p50_aggr0p25_predcap20
000792,0.2,0.08031016338964275,0.01606203267792855,result_hybrid_rankblend_cur0p25_case0p50_aggr0p25_predcap20
601668,0.2,0.021912350597609535,0.004382470119521907,result_hybrid_rankblend_cur0p40_case0p20_aggr0p40
601018,0.2,0.014184397163120477,0.0028368794326240955,result_hybrid_rankblend_cur0p40_case0p20_aggr0p40
601818,0.2,0.027863777089783204,0.005572755417956641,result_hybrid_rankblend_cur0p40_case0p20_aggr0p40
000792,0.2,0.08031016338964275,0.01606203267792855,result_hybrid_rankblend_cur0p40_case0p20_aggr0p40
688396,0.2,0.010204081632653027,0.0020408163265306055,result_hybrid_rankblend_cur0p40_case0p20_aggr0p40
601668,0.2,0.021912350597609535,0.004382470119521907,result_hybrid_rankblend_cur0p40_case0p20_aggr0p40_predcap20
601018,0.2,0.014184397163120477,0.0028368794326240955,result_hybrid_rankblend_cur0p40_case0p20_aggr0p40_predcap20
601818,0.2,0.027863777089783204,0.005572755417956641,result_hybrid_rankblend_cur0p40_case0p20_aggr0p40_predcap20
000792,0.19999999999999996,0.08031016338964275,0.016062032677928547,result_hybrid_rankblend_cur0p40_case0p20_aggr0p40_predcap20
688396,0.2,0.010204081632653027,0.0020408163265306055,result_hybrid_rankblend_cur0p40_case0p20_aggr0p40_predcap20
601668,0.2,0.021912350597609535,0.004382470119521907,result_hybrid_rankblend_cur0p40_case0p35_aggr0p25
601018,0.2,0.014184397163120477,0.0028368794326240955,result_hybrid_rankblend_cur0p40_case0p35_aggr0p25
601818,0.2,0.027863777089783204,0.005572755417956641,result_hybrid_rankblend_cur0p40_case0p35_aggr0p25
600023,0.2,0.03839122486288858,0.007678244972577717,result_hybrid_rankblend_cur0p40_case0p35_aggr0p25
688396,0.2,0.010204081632653027,0.0020408163265306055,result_hybrid_rankblend_cur0p40_case0p35_aggr0p25
601668,0.2,0.021912350597609535,0.004382470119521907,result_hybrid_rankblend_cur0p40_case0p35_aggr0p25_predcap20
601018,0.2,0.014184397163120477,0.0028368794326240955,result_hybrid_rankblend_cur0p40_case0p35_aggr0p25_predcap20
601818,0.2,0.027863777089783204,0.005572755417956641,result_hybrid_rankblend_cur0p40_case0p35_aggr0p25_predcap20
600023,0.1999999999999998,0.03839122486288858,0.007678244972577708,result_hybrid_rankblend_cur0p40_case0p35_aggr0p25_predcap20
688396,0.2,0.010204081632653027,0.0020408163265306055,result_hybrid_rankblend_cur0p40_case0p35_aggr0p25_predcap20
601668,0.2,0.021912350597609535,0.004382470119521907,result_hybrid_rankblend_cur0p55_case0p20_aggr0p25
601018,0.2,0.014184397163120477,0.0028368794326240955,result_hybrid_rankblend_cur0p55_case0p20_aggr0p25
601818,0.2,0.027863777089783204,0.005572755417956641,result_hybrid_rankblend_cur0p55_case0p20_aggr0p25
688396,0.2,0.010204081632653027,0.0020408163265306055,result_hybrid_rankblend_cur0p55_case0p20_aggr0p25
600183,0.2,0.006679700228087393,0.0013359400456174786,result_hybrid_rankblend_cur0p55_case0p20_aggr0p25
601668,0.19999999999999998,0.021912350597609535,0.0043824701195219065,result_hybrid_rankblend_cur0p55_case0p20_aggr0p25_predcap20
601018,0.19999999999999996,0.014184397163120477,0.0028368794326240946,result_hybrid_rankblend_cur0p55_case0p20_aggr0p25_predcap20
601818,0.19999999999999998,0.027863777089783204,0.00557275541795664,result_hybrid_rankblend_cur0p55_case0p20_aggr0p25_predcap20
688396,0.2,0.010204081632653027,0.0020408163265306055,result_hybrid_rankblend_cur0p55_case0p20_aggr0p25_predcap20
600183,0.2,0.006679700228087393,0.0013359400456174786,result_hybrid_rankblend_cur0p55_case0p20_aggr0p25_predcap20
